0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-03,-4.191720553153205388e-08
2.000000000000000042e-03,-3.288112143827225206e-07
3.000000000000000062e-03,-1.087637880720544408e-06
4.000000000000000083e-03,-2.502635846267231895e-06
5.000000000000000104e-03,-4.705304145281587396e-06
6.000000000000000125e-03,-7.765978911847169427e-06
7.000000000000000146e-03,-1.166562924990180577e-05
8.000000000000000167e-03,-1.632003209494963593e-05
9.000000000000001055e-03,-2.158455583442554646e-05
1.000000000000000021e-02,-2.725416030769517857e-05
1.099999999999999936e-02,-3.306339680605491796e-05
1.200000000000000025e-02,-3.868640807273191178e-05
1.300000000000000114e-02,-4.378036316012182485e-05
1.400000000000000029e-02,-4.803711184734643549e-05
1.499999999999999944e-02,-5.113096735108955124e-05
1.600000000000000033e-02,-5.280554729190312861e-05
1.700000000000000122e-02,-5.287615861796709528e-05
1.800000000000000211e-02,-5.122979760508930948e-05
1.899999999999999953e-02,-4.782514985670558707e-05
2.000000000000000042e-02,-4.269289258143986850e-05
2.100000000000000130e-02,-3.596549332287750150e-05
2.199999999999999872e-02,-2.788910593208564716e-05
2.299999999999999961e-02,-1.875788642130214363e-05
2.400000000000000050e-02,-8.906676429508623527e-06
2.500000000000000139e-02,1.288996777569594422e-06
2.600000000000000228e-02,1.141292030746347494e-05
2.699999999999999969e-02,2.103116042427791567e-05
2.800000000000000058e-02,2.978653706912854558e-05
2.900000000000000147e-02,3.733218700342050798e-05
2.999999999999999889e-02,4.339808075621152581e-05
3.099999999999999978e-02,4.779919999948277595e-05
3.200000000000000067e-02,5.043553754813875375e-05
3.300000000000000155e-02,5.129209736000736781e-05
3.400000000000000244e-02,5.043725807087317539e-05
3.500000000000000333e-02,4.803266627837364310e-05
3.600000000000000422e-02,4.431447988083980744e-05
3.699999999999999817e-02,3.955715930520514349e-05
3.799999999999999906e-02,3.407217832950300133e-05
3.899999999999999994e-02,2.820797345658797493e-05
4.000000000000000083e-02,2.230383019781255783e-05
4.100000000000000172e-02,1.667007389984474103e-05
4.200000000000000261e-02,1.157985805991119176e-05
4.300000000000000350e-02,7.237079771514015294e-06
4.399999999999999745e-02,3.776379724430737955e-06
4.499999999999999833e-02,1.263142204714249543e-06
4.599999999999999922e-02,-3.069463348736776607e-07
4.700000000000000011e-02,-1.025818981396334041e-06
4.800000000000000100e-02,-1.054095579495860657e-06
